dow30,naftrac,nasdaq,russell2000,sp500
18456.349609,44.395176,5154.97998,1217.329956,2170.060059
18432.240234,44.233521,5162.129883,1219.939941,2173.600098
18404.509766,44.290581,5184.200195,1219.119995,2170.840088
18313.769531,44.119423,5137.72998,1202.349976,2157.030029
18355,44.37616,5159.740234,1212.72998,2163.790039
18352.050781,44.385658,5166.25,1213.76001,2164.25
18543.529297,44.775517,5221.120117,1231.300049,2182.870117
18529.289063,44.880108,5213.140137,1230.420044,2180.889893
18533.050781,45.155853,5225.47998,1231.73999,2181.73999
18495.660156,45.298485,5204.580078,1223.27002,2175.48999
18613.519531,45.792927,5228.399902,1229.119995,2185.790039
18576.470703,45.926041,5232.890137,1229.819946,2184.050049
18636.050781,46.211296,5262.02002,1241.859985,2190.149902
18552.019531,45.916538,5227.109863,1231.130005,2178.149902
18573.939453,45.878498,5228.660156,1227.680054,2182.219971
18597.699219,46.021126,5240.149902,1236.849976,2187.02002
18552.570313,45.926041,5238.379883,1236.77002,2183.870117
18529.419922,45.926041,5244.600098,1239.73999,2182.639893
18547.300781,45.307991,5260.080078,1248.579956,2186.899902
18481.480469,45.431591,5217.689941,1237.25,2175.439941
18448.410156,45.412582,5212.200195,1240,2172.469971
18395.400391,45.117821,5218.919922,1238.030029,2169.040039
18502.990234,45.317493,5232.330078,1244.939941,2180.379883
18454.300781,45.384056,5222.990234,1246.030029,2176.120117
18400.880859,45.384056,5213.220215,1239.910034,2170.949951
18419.300781,45.260441,5227.209961,1239.800049,2170.860107
18491.960938,45.469635,5249.899902,1251.829956,2179.97998
18538.119141,45.279453,5275.910156,1253.369995,2186.47998
18526.140625,45.089291,5283.930176,1261.01001,2186.159912
18479.910156,45.117821,5259.47998,1258.359985,2181.300049
18085.449219,44.233521,5125.910156,1219.209961,2127.810059
18325.070313,44.433208,5211.890137,1235.869995,2159.040039
18066.75,43.91024,5155.25,1212.319946,2127.02002
18034.769531,43.548916,5173.77002,1211.589966,2125.77002
18212.480469,43.682026,5249.689941,1227.02002,2147.26001
18120.169922,43.653507,5235.029785,1232.530029,2139.120117
18129.960938,44.071873,5241.350098,1228.329956,2139.76001
18293.699219,44.651897,5295.180176,1245.040039,2163.120117
18392.460938,45.621769,5339.52002,1263.439941,2177.179932
18261.449219,45.403072,5305.75,1254.619995,2164.689941
18094.830078,44.956165,5257.490234,1240.939941,2146.100098
18228.300781,45.403809,5305.709961,1246.380005,2159.929932
18339.240234,45.699135,5318.549805,1255.670044,2171.370117
18143.449219,45.346653,5269.149902,1237.75,2151.129883
18308.150391,44.975128,5312,1251.650024,2168.27002
18253.849609,45.308552,5300.870117,1245.780029,2161.199951
18168.449219,45.594357,5289.660156,1239.780029,2150.48999
18281.029297,45.813457,5316.02002,1248.369995,2159.72998
18268.5,45.613396,5306.850098,1246.23999,2160.77002
18240.490234,45.299023,5292.399902,1236.560059,2153.73999
18329.039063,45.918262,5328.669922,1250.76001,2163.659912
18128.660156,45.680088,5246.790039,1227.619995,2136.72998
18144.199219,45.594357,5239.02002,1227.22998,2139.179932
18098.939453,45.432407,5213.330078,1215.75,2132.550049
18138.380859,45.384773,5214.160156,1212.410034,2132.97998
18086.400391,45.337128,5199.819824,1210.140015,2126.5
18161.939453,45.765831,5243.839844,1217.300049,2139.600098
18202.619141,46.146893,5246.410156,1222.640015,2144.290039
18162.349609,45.937313,5241.830078,1219.790039,2141.340088
18145.710938,46.06115,5257.399902,1218.099976,2141.159912
18223.029297,46.089729,5309.830078,1226.449951,2151.330078
18169.269531,45.775349,5283.399902,1216.099976,2143.159912
18199.330078,45.496025,5250.27002,1204.75,2139.429932
18169.679688,45.781864,5215.970215,1189.949951,2133.040039
18161.189453,45.724701,5190.100098,1187.609985,2126.409912
18142.419922,45.73423,5189.140137,1191.390015,2126.149902
18037.099609,45.057739,5153.580078,1177.939941,2111.719971
17930.669922,44.46701,5058.410156,1156.890015,2088.659912
17888.279297,44.505116,5046.370117,1163.439941,2085.179932
18259.599609,45.800922,5166.169922,1192.25,2131.52002
18332.740234,46.191559,5193.490234,1195.140015,2139.560059
18589.689453,45.181606,5251.069824,1232.160034,2163.26001
18807.880859,43.180725,5208.799805,1251.609985,2167.47998
18847.660156,42.875832,5237.109863,1282.380005,2164.449951
18868.689453,43.228371,5218.399902,1298.599976,2164.199951
18923.060547,42.971111,5275.620117,1302.140015,2180.389893
18868.140625,42.913944,5294.580078,1302.199951,2176.939941
18903.820313,42.885368,5333.970215,1309.47998,2187.120117
18867.929688,42.370846,5321.509766,1315.640015,2181.899902
19023.869141,42.847248,5386.350098,1334.339966,2202.939941
19083.179688,43.161678,5380.680176,1342.089966,2204.719971
19152.140625,43.313305,5398.919922,1347.199951,2213.350098
19097.900391,43.466324,5368.810059,1329.829956,2201.719971
19121.599609,43.351555,5379.919922,1328.219971,2204.659912
19123.580078,43.370682,5323.680176,1322.339966,2198.810059
19191.929688,42.88295,5251.109863,1313.800049,2191.080078
19170.419922,42.576916,5255.649902,1314.25,2191.949951
19216.240234,42.921192,5308.890137,1337.790039,2204.709961
19251.779297,43.074211,5333,1352.670044,2212.22998
19549.619141,43.581081,5393.759766,1364.51001,2241.350098
19614.810547,44.288784,5417.359863,1386.369995,2246.189941
19756.849609,44.814785,5444.5,1388.069946,2259.530029
19911.210938,44.766956,5463.830078,1373.530029,2271.719971
19792.529297,44.164467,5436.669922,1356.02002,2253.280029
19852.240234,43.867989,5456.850098,1366.410034,2262.030029
19843.410156,43.112469,5437.160156,1364.189941,2258.070068
19883.060547,42.902073,5457.439941,1371.680054,2262.530029
19974.619141,42.949883,5483.939941,1383.959961,2270.76001
19941.960938,43.026398,5471.430176,1375.189941,2265.179932
19918.880859,43.035961,5447.419922,1362.660034,2260.959961
19933.810547,43.169853,5462.689941,1371.51001,2263.790039
19945.039063,43.313305,5487.439941,1377.709961,2268.879883
19833.679688,43.609772,5438.560059,1360.829956,2249.919922
19819.779297,43.925377,5432.089844,1363.180054,2249.26001
19762.599609,43.63847,5383.120117,1357.130005,2238.830078
19881.759766,44.10709,5429.080078,1365.48999,2257.830078
19942.160156,44.556564,5477,1387.949951,2270.75
19899.289063,44.709583,5487.939941,1371.939941,2269
19963.800781,44.068821,5521.060059,1367.280029,2276.97998
19887.380859,43.561954,5531.819824,1357.48999,2268.899902
19855.529297,43.906246,5551.819824,1370.900024,2268.899902
19954.279297,43.944508,5563.649902,1373.300049,2275.320068
19891,44.059254,5547.490234,1361.069946,2270.439941
19885.730469,44.183594,5574.120117,1372.050049,2274.639893
19826.769531,44.001877,5538.72998,1352.319946,2267.889893
19804.720703,44.336605,5555.649902,1358.560059,2271.889893
19732.400391,44.250534,5540.080078,1345.73999,2263.689941
19827.25,44.307919,5555.330078,1351.849976,2271.310059
19799.849609,45.082558,5552.939941,1347.839966,2265.199951
19912.710938,46.077168,5600.959961,1369.209961,2280.070068
20068.509766,46.16325,5656.339844,1382.439941,2298.370117
20100.910156,45.5121,5655.180176,1375.599976,2296.679932
20093.779297,45.378078,5660.779785,1370.699951,2294.689941
19971.130859,45.03344,5613.709961,1352.329956,2280.899902
19864.089844,44.966427,5614.790039,1361.819946,2278.870117
19890.939453,44.975998,5642.649902,1361.22998,2279.550049
19884.910156,45.062157,5636.200195,1357.430054,2280.850098
20071.460938,45.177036,5666.77002,1377.839966,2297.419922
20090.289063,44.698368,5674.220215,1361.060059,2293.080078
20054.339844,44.870686,5682.450195,1358.73999,2294.669922
20172.400391,45.138741,5715.180176,1378.530029,2307.870117
20269.369141,45.722733,5734.129883,1388.839966,2316.100098
20412.160156,45.569546,5763.959961,1392.380005,2328.25
20504.410156,45.349358,5782.569824,1396.650024,2337.580078
20611.859375,45.09087,5819.439941,1404.209961,2349.25
20619.769531,45.244061,5814.899902,1399.130005,2347.219971
20624.050781,45.138741,5838.580078,1399.859985,2351.159912
20743,45.540825,5865.950195,1410.339966,2365.379883
20775.599609,45.157887,5860.629883,1403.859985,2362.820068
20810.320313,45.186619,5835.509766,1394.619995,2363.810059
20821.759766,45.052582,5845.310059,1394.52002,2367.340088
20837.439453,45.320633,5861.899902,1407.969971,2369.75
20812.240234,44.861122,5825.439941,1386.680054,2363.639893
21115.550781,45.397224,5904.029785,1413.640015,2395.959961
21002.970703,45.311066,5861.220215,1395.670044,2381.919922
21005.710938,45.435516,5870.75,1394.130005,2383.120117
20954.339844,45.904625,5849.180176,1384.25,2375.310059
20924.759766,45.473808,5833.930176,1374.880005,2368.389893
20855.730469,45.569546,5837.549805,1366.040039,2362.97998
20858.189453,45.320633,5838.810059,1360.119995,2364.870117
20902.980469,45.167473,5861.72998,1365.26001,2372.600098
20881.480469,45.138741,5875.779785,1370.280029,2373.469971
20837.369141,45.138741,5856.819824,1362.380005,2365.449951
20950.099609,45.502541,5900.049805,1382.829956,2385.26001
20934.550781,46.067368,5900.759766,1386.030029,2381.379883
20914.619141,46.574764,5901,1391.52002,2378.25
20668.009766,46.574764,5793.830078,1346.550049,2344.02002
20661.300781,46.479027,5821.640137,1345.599976,2348.449951
20656.580078,46.651344,5817.689941,1353.430054,2345.959961
20596.720703,47.063007,5828.740234,1354.640015,2343.97998
20550.980469,47.366402,5840.370117,1357.319946,2341.590088
20701.5,47.289654,5875.140137,1367.26001,2358.570068
20659.320313,47.011436,5897.549805,1371.640015,2361.129883
20728.490234,46.848328,5914.339844,1382.349976,2368.060059
20663.220703,46.550903,5911.740234,1385.920044,2362.719971
20650.210938,46.848328,5894.680176,1369.670044,2358.840088
20689.240234,47.289654,5898.609863,1368.180054,2360.159912
20648.150391,47.174526,5864.47998,1352.140015,2352.949951
20662.949219,47.001842,5878.950195,1364.430054,2357.48999
20656.099609,47.308842,5877.810059,1364.560059,2355.540039
20658.019531,47.500725,5880.930176,1367.089966,2357.159912
20651.300781,47.61586,5866.77002,1376.949951,2353.780029
20591.859375,46.953865,5836.160156,1359.199951,2344.929932
20636.919922,46.992229,5856.790039,1361.180054,2349.01001
20523.279297,46.74279,5849.470215,1361.890015,2342.189941
20404.490234,46.867504,5863.029785,1367.130005,2338.169922
20578.710938,47.145741,5916.779785,1384.150024,2355.840088
20547.759766,47.107368,5910.52002,1379.849976,2348.689941
20763.890625,47.510326,5983.819824,1397.939941,2374.149902
20996.119141,47.886776,6025.490234,1411.079956,2388.610107
20975.089844,47.66605,6025.22998,1419.430054,2387.449951
20981.330078,47.56049,6048.939941,1417.130005,2388.77002
20940.509766,47.387749,6047.609863,1400.430054,2384.199951
20949.890625,47.752419,6095.370117,1399.359985,2391.169922
20957.900391,47.272587,6072.549805,1390.920044,2388.129883
20951.470703,47.186214,6075.339844,1388.849976,2389.52002
21006.939453,47.63726,6100.759766,1397,2399.290039
21012.279297,47.67564,6102.660156,1391.640015,2399.379883
20975.779297,48.088303,6120.589844,1391.859985,2396.919922
20943.109375,48.097893,6129.140137,1399.589966,2399.629883
20919.419922,47.742825,6115.959961,1390.199951,2394.439941
20896.609375,47.65646,6121.22998,1382.77002,2390.899902
20981.939453,47.867573,6149.669922,1393.920044,2402.320068
20979.75,47.66605,6169.870117,1394.680054,2400.669922
20606.929688,46.994282,6011.240234,1355.890015,2357.030029
20663.019531,46.581646,6055.129883,1361.079956,2365.719971
20804.839844,47.291782,6083.700195,1367.329956,2381.72998
20894.830078,47.167034,6133.620117,1377.140015,2394.02002
20937.910156,47.272587,6138.709961,1380.97998,2398.419922
21012.419922,47.694836,6163.02002,1382.51001,2404.389893
21082.949219,47.627659,6205.259766,1383.390015,2415.070068
21080.279297,47.90485,6210.189941,1382.23999,2415.820068
21029.470703,47.557568,6203.189941,1371.189941,2412.909912
21008.650391,47.084888,6198.52002,1370.209961,2411.800049
21144.179688,47.374294,6246.830078,1396.060059,2430.060059
21206.289063,47.586517,6305.799805,1405.390015,2439.070068
21184.039063,47.856609,6295.680176,1396.449951,2436.100098
21136.230469,47.509335,6275.060059,1394.900024,2429.330078
21173.689453,47.557568,6297.379883,1396.670044,2433.139893
21182.529297,47.383934,6321.759766,1415.609985,2433.790039
21271.970703,47.364632,6207.919922,1421.709961,2431.77002
21235.669922,47.42252,6175.459961,1419.209961,2429.389893
21328.470703,47.32605,6220.370117,1425.98999,2440.350098
21374.560547,47.596153,6194.890137,1417.569946,2437.919922
21359.900391,47.45145,6165.5,1410.079956,2432.459961
21384.279297,47.605804,6151.759766,1406.72998,2433.149902
21528.990234,47.490032,6239.009766,1418.079956,2453.459961
21467.140625,47.374294,6188.029785,1402.969971,2437.030029
21410.029297,47.287464,6233.950195,1399.25,2435.610107
21397.289063,47.335697,6236.689941,1404.540039,2434.5
21394.759766,47.297108,6265.25,1414.780029,2438.300049
21409.550781,47.615456,6247.149902,1416.640015,2439.070068
21310.660156,47.545437,6146.620117,1403.52002,2419.379883
21454.609375,47.815975,6234.410156,1425.27002,2440.689941
21287.029297,47.651714,6144.350098,1416.199951,2419.699951
21349.630859,48.318382,6140.419922,1415.359985,2423.409912
21479.269531,48.501953,6110.060059,1426.680054,2429.01001
21478.169922,48.743492,6150.859863,1420.150024,2432.540039
21320.039063,48.463299,6089.459961,1400.810059,2409.75
21414.339844,48.511604,6153.080078,1415.839966,2425.179932
21408.519531,49.033352,6176.390137,1408.469971,2427.429932
21409.070313,48.927074,6193.299805,1413.050049,2425.530029
21532.140625,49.294212,6261.169922,1424.319946,2443.25
21553.089844,49.448803,6274.439941,1425.660034,2447.830078
21637.740234,49.603386,6312.470215,1428.819946,2459.27002
21629.720703,49.80629,6314.430176,1431.599976,2459.139893
21574.730469,49.584068,6344.310059,1427.609985,2460.610107
21640.75,49.545418,6385.040039,1441.77002,2473.830078
21611.779297,49.622711,6390,1442.349976,2473.449951
21580.070313,50.009186,6387.75,1435.839966,2472.540039
21513.169922,50.12513,6410.810059,1438.050049,2469.909912
21613.429688,50.163773,6412.169922,1450.390015,2477.129883
21711.009766,50.068249,6422.75,1442.280029,2477.830078
21796.550781,49.73827,6382.189941,1433.619995,2475.419922
21830.310547,49.699451,6374.680176,1429.26001,2472.100098
21891.119141,49.534473,6348.120117,1425.140015,2470.300049
21963.919922,49.689758,6362.939941,1428.329956,2476.350098
22016.240234,49.689758,6362.649902,1412.900024,2477.570068
22026.099609,49.757683,6340.339844,1405.22998,2472.159912
22092.810547,49.796513,6351.560059,1412.319946,2476.830078
22118.419922,49.845039,6383.77002,1414.170044,2480.909912
22085.339844,49.767395,6370.459961,1410.150024,2474.919922
22048.699219,49.689758,6352.330078,1396.949951,2474.02002
21844.009766,49.3792,6216.870117,1372.540039,2438.209961
21858.320313,49.13657,6256.560059,1374.22998,2441.320068
21993.710938,49.641243,6340.22998,1394.310059,2465.840088
21998.990234,49.806213,6333.009766,1383.23999,2464.610107
22024.869141,49.631523,6345.109863,1383.530029,2468.110107
21750.730469,49.476246,6221.910156,1358.939941,2430.01001
21674.509766,49.563583,6216.529785,1357.790039,2425.550049
21703.75,49.747982,6213.129883,1356.900024,2428.370117
21899.890625,49.835323,6297.47998,1371.540039,2452.51001
21812.089844,49.777103,6278.410156,1369.73999,2444.040039
21783.400391,49.961498,6271.330078,1373.880005,2438.969971
21813.669922,49.883865,6265.640137,1377.449951,2443.050049
21808.400391,49.750816,6283.02002,1382.22998,2444.23999
21865.369141,49.809093,6301.890137,1383.680054,2446.300049
21892.429688,49.70224,6368.310059,1391.319946,2457.590088
21948.099609,49.721672,6428.660156,1405.280029,2471.649902
21987.560547,49.605114,6435.330078,1413.569946,2476.550049
21753.310547,48.847492,6375.569824,1399.660034,2457.850098
21807.640625,49.041756,6393.310059,1402.199951,2465.540039
21784.779297,48.818348,6397.870117,1398.670044,2465.100098
21797.789063,48.64352,6360.189941,1399.430054,2461.429932
22057.369141,48.905766,6432.259766,1414.829956,2488.110107
22118.859375,48.993187,6454.279785,1423.459961,2496.47998
22158.179688,48.72121,6460.189941,1426.890015,2498.370117
22203.480469,48.633797,6429.080078,1425.02002,2495.620117
22268.339844,48.468674,6448.470215,1431.709961,2500.22998
22331.349609,48.779503,6454.640137,1441.079956,2503.870117
22370.800781,48.701786,6461.319824,1440.400024,2506.649902
22412.589844,48.954342,6456.040039,1445.420044,2508.23999
22359.230469,49.051468,6422.689941,1444.180054,2500.600098
22349.589844,48.866913,6426.919922,1450.780029,2502.219971
22296.089844,48.915478,6370.589844,1451.959961,2496.659912
22284.320313,48.925198,6380.160156,1456.859985,2496.840088
22340.710938,48.680397,6453.259766,1484.810059,2507.040039
22381.199219,48.690113,6453.450195,1488.790039,2510.060059
22405.089844,48.884483,6495.959961,1490.859985,2519.360107
22557.599609,49.01083,6516.720215,1509.469971,2529.120117
22641.669922,49.146893,6531.709961,1511.969971,2534.580078
22661.640625,49.078865,6534.629883,1507.76001,2537.73999
22775.390625,49.030262,6585.359863,1512.089966,2552.070068
22773.669922,48.855328,6590.180176,1510.219971,2549.330078
22761.070313,48.631805,6579.72998,1503.560059,2544.72998
22830.679688,48.505463,6587.25,1508.01001,2550.639893
22872.890625,48.660957,6603.549805,1506.920044,2555.23999
22841.009766,48.515179,6591.509766,1505.160034,2550.929932
22871.720703,48.554054,6605.799805,1502.660034,2553.169922
22956.960938,48.272209,6624,1502.680054,2557.639893
22997.439453,48.738712,6623.660156,1497.5,2559.360107
23157.599609,48.495739,6624.220215,1505.140015,2561.26001
23163.039063,48.583218,6605.069824,1502.040039,2562.100098
23328.630859,48.534622,6629.049805,1509.25,2575.209961
23273.960938,48.107002,6586.830078,1497.48999,2564.97998
23441.759766,48.709545,6598.430176,1500.420044,2569.129883
23329.460938,47.485016,6563.890137,1493.47998,2557.149902
23400.859375,47.553043,6556.77002,1497.459961,2560.399902
23434.189453,47.77298,6701.259766,1508.319946,2581.070068
23348.740234,47.471672,6698.959961,1490.900024,2572.830078
23377.240234,47.286991,6727.669922,1502.530029,2575.26001
23435.009766,46.966236,6716.529785,1492.780029,2579.360107
23539.189453,47.218956,6764.439941,1494.910034,2587.840088
23548.419922,47.636906,6786.439941,1497.959961,2591.129883
23557.230469,47.656342,6767.779785,1479.089966,2590.639893
23563.359375,47.500824,6789.120117,1481.72998,2594.379883
23461.939453,47.442509,6750.049805,1475.02002,2584.620117
23422.210938,46.771832,6750.939941,1475.27002,2582.300049
23439.699219,46.762119,6757.600098,1475.069946,2584.840088
23409.470703,46.635761,6737.870117,1471.26001,2578.870117
23271.279297,46.441368,6706.209961,1464.089966,2564.620117
23458.359375,46.480244,6793.290039,1486.880005,2585.639893
23358.240234,46.616325,6782.790039,1492.819946,2578.850098
23590.830078,46.907921,6862.47998,1518.890015,2599.030029
23526.179688,46.927357,6867.359863,1516.76001,2597.080078
23557.990234,46.723236,6889.160156,1519.160034,2602.419922
23580.779297,46.091442,6878.52002,1513.310059,2601.419922
23836.710938,46.046715,6912.359863,1536.430054,2627.040039
23940.679688,46.456032,6824.390137,1542.300049,2626.070068
24272.349609,45.900543,6873.970215,1544.140015,2647.580078
24231.589844,46.075958,6847.589844,1537.02002,2642.219971
24290.050781,45.968754,6775.370117,1532.410034,2639.439941
24180.640625,46.270863,6762.209961,1516.76001,2629.570068
24140.910156,45.7836,6776.379883,1508.880005,2629.27002
24211.480469,45.803089,6812.839844,1520.469971,2636.97998
24329.160156,46.368317,6840.080078,1521.719971,2651.5
24386.029297,46.465775,6875.080078,1519.839966,2659.98999
24585.429688,47.040756,6875.799805,1524.449951,2662.850098
24508.660156,46.992016,6856.529785,1506.949951,2652.01001
24651.740234,46.884823,6936.580078,1530.420044,2675.810059
24792.199219,47.420811,6994.759766,1548.920044,2690.159912
24754.75,47.216156,6963.850098,1536.75,2681.469971
24726.650391,47.157688,6960.959961,1540.079956,2679.25
24782.289063,47.284382,6965.359863,1547.109985,2684.570068
24754.060547,47.225906,6959.959961,1542.930054,2683.340088
24746.210938,47.264889,6936.25,1544.22998,2680.5
24774.300781,47.451992,6939.339844,1543.939941,2682.620117
24837.509766,47.637508,6950.160156,1548.930054,2687.540039
24719.220703,48.086636,6903.390137,1535.51001,2673.610107
24824.009766,48.7701,7006.899902,1550.01001,2695.810059
24922.679688,48.54554,7065.529785,1552.579956,2713.060059
25075.130859,48.53577,7077.910156,1555.719971,2723.98999
25295.869141,48.643173,7136.560059,1560.01001,2743.149902
25283,48.7701,7157.390137,1561.810059,2747.709961
25385.800781,48.477196,7163.580078,1560.099976,2751.290039
25369.130859,47.549637,7153.569824,1559.800049,2748.22998
25574.730469,47.608212,7211.779785,1586.790039,2767.560059
25803.189453,47.901123,7261.060059,1591.969971,2786.23999
25792.859375,48.252625,7223.689941,1572.969971,2776.419922
26115.650391,48.486961,7298.279785,1586.660034,2802.560059
26017.810547,48.682232,7296.049805,1576.72998,2798.030029
26071.720703,48.477196,7336.379883,1597.630005,2810.300049
26214.599609,48.721283,7408.029785,1605.170044,2832.969971
26210.810547,49.02396,7460.290039,1610.709961,2839.129883
26252.119141,49.492622,7415.060059,1601.77002,2837.540039
26392.789063,49.482864,7411.160156,1601.670044,2839.25
26616.710938,49.785534,7505.77002,1608.060059,2872.870117
26439.480469,49.380238,7466.509766,1598.109985,2853.530029
26076.890625,49.136078,7402.47998,1582.819946,2822.429932
26149.390625,49.214199,7411.47998,1574.97998,2823.810059
26186.710938,49.311871,7385.859863,1579.869995,2821.97998
25520.960938,49.155605,7240.950195,1547.27002,2762.129883
24912.769531,48.110565,7115.879883,1507.170044,2695.139893
24893.349609,47.758976,7051.97998,1507.969971,2681.659912
23860.460938,46.684631,6777.160156,1463.790039,2581
24190.900391,46.645569,6874.490234,1477.839966,2619.550049
24601.269531,46.635811,6981.959961,1490.97998,2656
24640.449219,46.723705,7013.509766,1494.949951,2662.939941
24893.490234,47.182739,7143.620117,1522.099976,2698.629883
25200.369141,47.592941,7256.430176,1537.199951,2731.199951
25219.380859,47.68084,7239.470215,1543.550049,2732.219971
24964.75,47.485504,7234.310059,1529.98999,2716.26001
24797.779297,47.339008,7218.22998,1531.839966,2701.330078
24962.480469,47.739441,7210.089844,1529.98999,2703.959961
25309.990234,47.446442,7337.390137,1549.189941,2747.300049
25709.269531,47.299938,7421.459961,1559.329956,2779.600098
25410.029297,46.801838,7330.350098,1536.469971,2744.280029
25029.199219,46.303738,7273.009766,1512.449951,2713.830078
24608.980469,46.469772,7180.560059,1507.390015,2677.669922
24538.060547,46.420937,7257.870117,1533.170044,2691.25
24874.759766,46.596741,7330.709961,1546.050049,2720.939941
24884.119141,46.743237,7372.009766,1562.199951,2728.120117
24801.359375,46.567444,7396.649902,1574.530029,2726.800049
24895.210938,47.114376,7427.950195,1571.969971,2738.969971
25335.740234,47.407375,7560.810059,1597.140015,2786.570068
25178.609375,47.534332,7588.319824,1601.060059,2783.02002
25007.029297,47.426903,7511.009766,1592.050049,2765.310059
24758.119141,47.055767,7496.810059,1584.310059,2749.47998
24873.660156,46.723705,7481.740234,1576.619995,2747.330078
24946.509766,46.38187,7481.990234,1586.050049,2752.01001
24727.269531,45.991207,7364.299805,1570.410034,2716.939941
24682.310547,46.43071,7345.290039,1579.300049,2711.929932
23957.890625,46.235374,7166.680176,1543.869995,2643.689941
23533.199219,45.444271,6992.669922,1510.079956,2588.26001
24202.599609,45.801098,7220.540039,1543.719971,2658.550049
23857.710938,45.693489,7008.810059,1513.569946,2612.620117
23848.419922,45.047855,6949.22998,1513.030029,2605
23644.189453,44.754383,6870.120117,1492.530029,2581.879883
24033.359375,45.605446,6941.279785,1512.150024,2614.449951
24264.300781,46.388027,7042.109863,1531.660034,2644.689941
24505.220703,46.838028,7076.549805,1542.930054,2662.840088
23932.759766,46.808678,6915.109863,1513.300049,2604.469971
23979.099609,46.945641,6950.339844,1514.459961,2613.159912
24408,47.229317,7094.299805,1543.430054,2656.870117
24189.449219,47.424969,7069.029785,1546.800049,2642.189941
24483.050781,47.669533,7140.25,1557.329956,2663.98999
24360.140625,47.659752,7106.649902,1549.51001,2656.300049
24573.039063,47.31736,7156.279785,1563.030029,2677.840088
24786.630859,47.777138,7281.100098,1579.800049,2706.389893
24748.070313,47.982567,7295.240234,1583.560059,2708.639893
24664.890625,47.610836,7238.060059,1573.819946,2693.129883
24462.939453,47.31736,7146.129883,1564.119995,2670.139893
24448.689453,47.356491,7128.600098,1562.119995,2670.290039
24024.130859,46.965195,7007.350098,1553.280029,2634.560059
24083.830078,46.965195,7003.740234,1550.469971,2639.399902
24322.339844,47.198341,7118.680176,1557.890015,2666.939941
24311.189453,47.198341,7119.799805,1556.23999,2669.909912
24163.150391,47.257046,7066.27002,1541.880005,2648.050049
23924.980469,46.777622,7100.899902,1554.910034,2635.669922
23930.150391,46.112312,7088.149902,1546.560059,2629.72998
24262.509766,46.014462,7209.620117,1565.599976,2663.419922
24357.320313,45.525265,7265.209961,1578.949951,2672.629883
24360.210938,45.740509,7266.899902,1586.390015,2671.919922
24542.539063,45.368713,7339.910156,1596.050049,2697.790039
24739.529297,45.603535,7404.970215,1603.709961,2723.070068
24831.169922,45.789429,7402.879883,1606.790039,2727.719971
24899.410156,45.574184,7411.319824,1600.339966,2730.129883
24706.410156,45.319801,7351.629883,1600.339966,2711.449951
24768.929688,45.476345,7398.299805,1616.369995,2722.459961
24713.980469,44.879517,7382.470215,1625.290039,2720.129883
24715.089844,44.762108,7354.339844,1626.630005,2712.969971
25013.289063,44.409874,7394.040039,1637.439941,2733.01001
24834.410156,44.732754,7378.459961,1625.23999,2724.439941
24886.810547,44.899082,7425.959961,1627.609985,2733.290039
24811.759766,44.57621,7424.430176,1628.219971,2727.76001
24753.089844,44.263123,7433.850098,1626.930054,2721.330078
24361.449219,43.685856,7396.589844,1623.650024,2689.860107
24667.779297,43.927288,7462.450195,1647.98999,2724.01001
24415.839844,43.89785,7442.120117,1633.609985,2705.27002
24635.210938,44.202007,7554.330078,1647.97998,2734.620117
24813.689453,44.417873,7606.459961,1653.369995,2746.870117
24799.980469,44.300133,7637.859863,1664.630005,2748.800049
25146.390625,44.349194,7689.240234,1675.949951,2772.350098
25241.410156,44.800529,7635.069824,1667.77002,2770.370117
25316.529297,45.242058,7645.509766,1672.48999,2779.030029
25322.310547,45.605099,7659.930176,1674.680054,2782
25320.730469,45.958324,7703.790039,1682.300049,2786.850098
25201.199219,46.036816,7695.700195,1676.540039,2775.629883
25175.310547,46.478348,7761.040039,1684.719971,2782.48999
25090.480469,46.213425,7746.379883,1683.910034,2779.659912
24987.470703,45.987751,7747.029785,1692.459961,2773.75
24700.210938,45.820957,7725.589844,1693.449951,2762.590088
24657.800781,46.085873,7781.509766,1706.98999,2767.320068
24461.699219,45.801334,7712.950195,1688.949951,2749.76001
24580.890625,46.056442,7692.819824,1685.579956,2754.879883
24252.800781,46.076061,7532.009766,1657.51001,2717.070068
24283.109375,46.213425,7561.629883,1668.530029,2723.060059
24117.589844,45.968132,7445.080078,1640.449951,2699.629883
24216.050781,46.134933,7503.680176,1645.02002,2716.310059
24271.410156,47.000259,7510.299805,1643.069946,2718.370117
24307.179688,46.023556,7567.689941,1655.089966,2726.709961
24174.820313,46.418186,7502.669922,1660.420044,2713.219971
24356.740234,47.88818,7586.430176,1679.47998,2736.610107
24456.480469,48.312405,7688.390137,1694.050049,2759.820068
24776.589844,48.549175,7756.200195,1704.599976,2784.169922
24919.660156,48.312405,7759.200195,1695.619995,2793.840088
24700.449219,48.351868,7716.609863,1683.660034,2774.02002
24924.890625,48.115082,7823.919922,1690.280029,2798.290039
25019.410156,47.819118,7825.97998,1687.079956,2801.310059
25064.359375,47.828976,7805.720215,1678.540039,2798.429932
25119.890625,48.115082,7855.120117,1687.26001,2809.550049
25199.289063,48.361725,7854.439941,1691.869995,2815.620117
25064.5,48.105217,7825.299805,1701.310059,2804.48999
25058.119141,48.282803,7820.200195,1696.810059,2801.830078
25044.289063,48.233475,7841.870117,1698.410034,2806.97998
