dow30,naftrac,nasdaq,russell2000,sp500
18076.189453,41.477333,4982.830078,1252.140015,2099.5
17959.029297,41.262375,4992.379883,1254.859985,2089.27002
18127.650391,41.140869,5026.419922,1266.369995,2108.100098
18116.039063,41.075451,5010.970215,1264.709961,2104.419922
18011.140625,41.178265,4994.72998,1263.459961,2091.5
17718.539063,40.738987,4876.52002,1233.849976,2061.050049
17678.230469,40.431778,4863.359863,1231.98999,2056.149902
17712.660156,40.78693,4891.220215,1240.410034,2061.02002
17976.310547,41.057976,4947.439941,1257.800049,2086.23999
17776.119141,40.852367,4900.879883,1252.77002,2067.889893
17698.179688,41.300987,4880.22998,1251.709961,2059.689941
17880.849609,41.955219,4917.319824,1260.540039,2080.620117
17875.419922,42.095409,4910.22998,1253.359985,2076.330078
17902.509766,42.076717,4950.819824,1262.709961,2081.899902
17958.730469,42.03933,4974.560059,1259.109985,2091.179932
18057.650391,41.973907,4995.97998,1264.77002,2102.060059
17977.039063,42.076717,4988.25,1265.589966,2092.429932
18036.699219,42.086071,4977.290039,1265.349976,2095.840088
18112.609375,42.319721,5011.02002,1275.349976,2106.629883
18105.769531,42.515987,5007.790039,1272.900024,2104.98999
17826.300781,42.086071,4931.810059,1251.859985,2081.179932
18034.929688,42.151482,4994.600098,1264.920044,2100.399902
17949.589844,42.366459,5014.100098,1264.150024,2097.290039
18038.269531,42.329063,5035.169922,1265.47998,2107.959961
18058.689453,42.553364,5056.060059,1271.540039,2112.929932
18080.140625,42.917881,5092.080078,1267.540039,2117.689941
18037.970703,42.544029,5060.25,1252.699951,2108.919922
18110.140625,42.403828,5055.419922,1259.359985,2114.76001
18035.529297,42.076717,5023.640137,1246.949951,2106.850098
17840.519531,41.712212,4941.419922,1220.130005,2085.51001
18070.400391,42.375786,5016.930176,1233.219971,2114.48999
17928.199219,42.226254,4939.330078,1215.420044,2089.459961
17841.980469,42.020645,4919.640137,1219.359985,2080.149902
17924.060547,41.936535,4945.540039,1225.540039,2088
18191.109375,42.272987,5003.549805,1234.930054,2116.100098
18105.169922,42.347759,4993.569824,1235.829956,2105.330078
18068.230469,42.123459,4976.189941,1233.130005,2099.120117
18060.490234,42.226254,4981.689941,1232.280029,2098.47998
18252.240234,42.450562,5050.799805,1245.109985,2121.100098
18272.560547,42.497299,5048.290039,1243.949951,2122.72998
18298.880859,42.562721,5078.439941,1257.52002,2129.199951
18312.390625,42.469269,5070.029785,1255.660034,2127.830078
18285.400391,42.441227,5071.740234,1257.73999,2125.850098
18285.740234,42.291679,5090.790039,1256.73999,2130.820068
18232.019531,42.048698,5089.359863,1252.219971,2126.060059
18041.539063,41.534637,5032.75,1238.76001,2104.199951
18162.990234,41.786987,5106.589844,1254.359985,2123.47998
18126.119141,41.927166,5097.97998,1253.099976,2120.790039
18010.679688,41.833721,5070.029785,1246.530029,2107.389893
18040.369141,41.880436,5082.930176,1249.619995,2111.72998
18011.939453,42.011292,5076.52002,1251.800049,2109.600098
18076.269531,41.843052,5099.22998,1264.579956,2114.070068
17905.580078,41.68417,5059.120117,1251.290039,2095.840088
17849.460938,41.68417,5068.459961,1261.01001,2092.830078
17766.550781,41.665489,5021.629883,1253.699951,2079.280029
17764.039063,41.646797,5013.870117,1249.660034,2080.149902
18000.400391,41.68417,5076.689941,1266.930054,2105.199951
18039.369141,41.730911,5082.509766,1268.920044,2108.860107
17898.839844,41.796337,5051.100098,1265.02002,2094.110107
17791.169922,41.534637,5029.970215,1261.040039,2084.429932
17904.480469,41.824375,5055.549805,1269.530029,2096.290039
17935.740234,41.899147,5064.879883,1268.329956,2100.439941
18115.839844,42.226254,5132.950195,1284.680054,2121.23999
18015.949219,42.095409,5117,1284.660034,2109.98999
18119.779297,42.338409,5153.970215,1292.390015,2122.850098
18144.070313,42.544029,5160.089844,1295.800049,2124.199951
17966.070313,42.487953,5122.410156,1283.920044,2108.580078
17890.359375,42.462994,5112.189941,1283.280029,2102.310059
17946.679688,42.62196,5080.509766,1279.800049,2101.48999
17596.349609,41.789722,4958.470215,1246.75,2057.639893
17619.509766,42.117001,4986.870117,1253.949951,2063.110107
17757.910156,42.042202,5013.120117,1256.400024,2077.419922
17730.109375,42.266624,5009.209961,1248.26001,2076.780029
17683.580078,41.892586,4991.939941,1246.959961,2068.76001
17776.910156,42.107655,4997.459961,1248.050049,2081.340088
17515.419922,41.630753,4909.759766,1228.959961,2046.680054
17548.619141,41.677505,4922.399902,1234.150024,2051.310059
17760.410156,42.023491,4997.700195,1252.02002,2076.620117
17977.679688,42.079594,5071.509766,1265.349976,2099.600098
18053.580078,42.266624,5104.890137,1273.329956,2108.949951
18050.169922,42.24791,5098.939941,1264.52002,2107.399902
18120.25,42.481689,5163.180176,1272.829956,2124.290039
18086.449219,42.453636,5210.140137,1267.089966,2126.639893
18100.410156,42.678066,5218.859863,1260.219971,2128.280029
17919.289063,42.519096,5208.120117,1254.569946,2119.209961
17851.039063,41.827118,5171.77002,1258.349976,2114.149902
17731.919922,42.004795,5146.410156,1244.969971,2102.149902
17568.529297,41.453091,5088.629883,1225.98999,2079.649902
17440.589844,40.938774,5039.779785,1214.609985,2067.639893
17630.269531,41.428452,5089.209961,1224.599976,2093.25
17751.390625,41.643837,5111.72998,1229.599976,2108.570068
17745.980469,41.56892,5128.779785,1232.069946,2108.629883
17689.859375,41.906052,5128.279785,1238.680054,2103.840088
17598.199219,42.065239,5115.379883,1231.790039,2098.040039
17550.689453,42.336811,5105.549805,1228.849976,2093.320068
17540.470703,42.112057,5139.939941,1231.75,2099.840088
17419.75,42.112057,5056.439941,1215.849976,2083.560059
17373.380859,42.046513,5043.540039,1206.900024,2077.570068
17615.169922,42.486633,5101.799805,1222.670044,2104.179932
17402.839844,41.625103,5036.790039,1211.140015,2084.070068
17402.509766,41.306721,5044.390137,1208.97998,2086.050049
17408.25,41.119423,5033.560059,1204.73999,2083.389893
17477.400391,40.997688,5048.240234,1212.689941,2091.540039
17545.179688,41.21307,5091.700195,1225.089966,2102.439941
17511.339844,41.12878,5059.350098,1214.890015,2096.919922
17348.730469,40.726124,5019.049805,1202.97998,2079.610107
16990.689453,40.370277,4877.490234,1172.52002,2035.72998
16459.75,39.611748,4706.040039,1156.790039,1970.890015
15871.349609,38.946873,4526.25,1111.689941,1893.209961
15666.44043,39.386997,4506.490234,1104.099976,1867.609985
16285.509766,39.719547,4697.540039,1132.189941,1940.51001
16654.769531,40.770226,4812.709961,1153.609985,1987.660034
16643.009766,40.620125,4828.319824,1162.910034,1988.869995
16528.029297,40.910946,4776.509766,1159.449951,1972.180054
16058.349609,40.263645,4636.100098,1128.050049,1913.849976
16351.379883,40.329311,4749.97998,1146.030029,1948.859985
16374.759766,40.620125,4733.5,1145.150024,1951.130005
16102.379883,40.132305,4683.919922,1136.170044,1921.219971
16492.679688,40.441891,4811.930176,1161.76001,1969.410034
16253.570313,40.122929,4756.529785,1148.22998,1942.040039
16330.400391,40.244888,4796.25,1153.030029,1952.290039
16433.089844,40.15107,4822.339844,1157.790039,1961.050049
16370.959961,40.16045,4805.759766,1153.5,1953.030029
16599.849609,40.582588,4860.52002,1166,1978.089966
16674.740234,41.061035,4893.950195,1180.689941,1990.199951
16384.580078,40.845261,4827.22998,1163.349976,1958.030029
16510.189453,40.920322,4828.950195,1161.089966,1966.969971
16330.469727,40.685799,4756.720215,1143.030029,1942.73999
16279.889648,40.507545,4752.740234,1140.050049,1938.76001
16201.320313,40.076031,4734.47998,1137.540039,1932.23999
16314.669922,39.92411,4686.5,1122.790039,1931.339966
16001.889648,39.453743,4543.970215,1090.569946,1881.77002
16049.129883,39.641888,4517.319824,1083.910034,1884.089966
16284.700195,40.093445,4620.160156,1100.689941,1920.030029
16272.009766,40.168694,4627.080078,1097.550049,1923.819946
16472.369141,40.215729,4707.779785,1114.119995,1951.359985
16776.429688,40.98711,4781.259766,1141.640015,1987.050049
16790.189453,40.977722,4748.359863,1133.689941,1979.920044
16912.289063,41.241112,4791.149902,1152.599976,1995.829956
17050.75,41.485703,4810.790039,1163.23999,2013.430054
17084.490234,41.749111,4830.470215,1165.359985,2014.890015
17131.859375,41.683262,4838.640137,1164.400024,2017.459961
17081.890625,41.692665,4796.609863,1147.839966,2003.689941
16924.75,41.476295,4782.850098,1136.969971,1994.23999
17141.75,41.476295,4870.100098,1162.77002,2023.859985
17215.970703,41.730297,4886.689941,1162.310059,2033.109985
17230.539063,41.880806,4905.470215,1164.300049,2033.660034
17217.109375,42.003101,4880.970215,1163.27002,2030.77002
17168.609375,41.796139,4840.120117,1144.949951,2018.939941
17489.160156,41.993687,4920.049805,1154.52002,2052.51001
17646.699219,42.332348,5031.859863,1166.060059,2075.149902
17623.050781,42.379383,5034.700195,1159.5,2071.179932
17581.429688,42.04073,5030.149902,1145.290039,2065.889893
17779.519531,42.115978,5095.689941,1178.719971,2090.350098
17755.800781,42.003101,5074.27002,1165.630005,2089.409912
17663.539063,41.974888,5053.75,1161.859985,2079.360107
17918.150391,42.727444,5145.129883,1191.579956,2109.790039
17867.580078,42.765079,5142.47998,1190.380005,2102.310059
17863.429688,42.595753,5127.740234,1190.689941,2099.929932
17910.330078,42.623978,5147.120117,1199.75,2099.199951
17730.480469,41.909035,5095.299805,1184.430054,2078.580078
17758.210938,41.871395,5083.240234,1187.699951,2081.719971
17702.220703,41.862,5067.02002,1178.069946,2075
17448.070313,41.617409,5005.080078,1154.810059,2045.969971
17245.240234,41.165859,4927.879883,1146.550049,2023.040039
17489.5,41.702072,4986.02002,1153.209961,2050.439941
17737.160156,41.98428,5075.200195,1171.75,2083.580078
17732.75,42.144211,5073.640137,1166.72998,2081.23999
17823.810547,42.407616,5104.919922,1175.150024,2089.169922
17792.679688,42.294724,5102.47998,1180.359985,2086.590088
17812.189453,42.097176,5102.810059,1188.810059,2089.139893
17813.390625,41.673306,5116.140137,1198.02002,2088.870117
17813.390625,41.739376,5127.52002,1202.380005,2090.110107
17719.919922,41.069195,5108.669922,1198.109985,2080.409912
17888.349609,41.541142,5156.310059,1204.160034,2102.629883
17729.679688,41.003128,5123.220215,1191.689941,2079.51001
17477.669922,40.644447,5037.529785,1170.569946,2049.620117
17847.630859,40.606686,5142.27002,1183.400024,2091.689941
17730.509766,40.314075,5101.810059,1164.300049,2077.070068
17568,39.927078,5098.240234,1159.400024,2063.590088
17492.300781,40.068649,5022.870117,1145.869995,2047.619995
17574.75,40.106415,5045.169922,1149.02002,2052.22998
17265.210938,39.672234,4933.470215,1123.609985,2012.369995
17368.5,39.59671,4952.22998,1115.859985,2021.939941
17524.910156,40.559498,4995.359863,1131.550049,2043.410034
17749.089844,41.012558,5071.129883,1148.969971,2073.070068
17495.839844,41.125824,5002.549805,1135.359985,2041.890015
17128.550781,40.597244,4923.080078,1121.02002,2005.550049
17251.619141,40.757702,4968.919922,1127.73999,2021.150024
17417.269531,40.92762,5001.109863,1137.689941,2038.969971
17602.609375,41.163589,5045.930176,1152.819946,2064.290039
17552.169922,41.088078,5048.490234,1154.76001,2060.98999
17528.269531,40.981342,5040.990234,1148.209961,2056.5
17720.980469,40.971889,5107.939941,1160.52002,2078.360107
17603.869141,40.603539,5065.850098,1149.640015,2063.360107
17425.029297,40.660213,5007.410156,1135.890015,2043.939941
17148.939453,39.79129,4903.089844,1108.619995,2012.660034
17158.660156,39.734619,4891.430176,1110.439941,2016.709961
16906.509766,39.375717,4835.759766,1094.369995,1990.26001
16514.099609,38.383995,4689.430176,1064.569946,1943.089966
16346.450195,38.015652,4643.629883,1046.199951,1922.030029
16398.570313,38.487892,4637.990234,1041.900024,1923.670044
16516.220703,38.724014,4685.919922,1044.699951,1938.680054
16151.410156,38.761799,4526.060059,1010.190002,1890.280029
16379.049805,39.054588,4615,1025.670044,1921.839966
15988.080078,38.648445,4488.419922,1007.719971,1880.329956
16016.019531,38.525673,4476.950195,994.869995,1881.329956
15766.740234,38.572899,4471.689941,999.309998,1859.329956
15882.679688,38.582352,4472.060059,997.340027,1868.98999
16093.509766,39.31905,4591.180176,1020.659973,1906.900024
15885.219727,39.167919,4518.490234,997.369995,1877.079956
16167.230469,39.583496,4567.669922,1017.969971,1903.630005
15944.459961,39.772404,4468.169922,1002.75,1882.949951
16069.639648,40.036861,4506.680176,1003.27002,1893.359985
16466.300781,41.17968,4613.950195,1035.380005,1940.23999
16153.540039,40.716888,4516.950195,1008.840027,1903.030029
16336.660156,40.858555,4504.240234,1010.299988,1912.530029
16416.580078,41.302464,4509.560059,1014.789978,1915.449951
16204.969727,40.820778,4363.140137,985.619995,1880.050049
16027.049805,40.405197,4283.75,969.340027,1853.439941
16014.379883,40.074635,4268.759766,963.900024,1852.209961
15914.740234,40.216297,4283.589844,963.47998,1851.859985
15660.179688,40.008511,4266.839844,953.719971,1829.079956
15973.839844,40.084068,4337.509766,971.98999,1864.780029
16196.410156,40.707436,4435.959961,995.799988,1895.579956
16453.830078,41.198574,4534.060059,1011.130005,1926.819946
16413.429688,41.151337,4487.540039,1004.710022,1917.829956
16391.990234,40.971889,4504.430176,1010.01001,1917.780029
16620.660156,41.141911,4570.609863,1021.73999,1945.5
16431.779297,40.839668,4503.580078,1012.150024,1921.27002
16484.990234,40.811329,4542.609863,1022.080017,1929.800049
16697.289063,41.056908,4582.200195,1031.579956,1951.699951
16639.970703,41.075798,4590.470215,1037.180054,1948.050049
16516.5,41.311909,4557.950195,1033.900024,1932.22998
16865.080078,41.803028,4689.600098,1054.48999,1978.349976
16899.320313,42.190285,4703.419922,1065.670044,1986.449951
16943.900391,42.313061,4707.419922,1076.050049,1993.400024
17006.769531,42.426411,4717.02002,1081.930054,1999.98999
17073.949219,42.51141,4708.25,1094.150024,2001.76001
16964.099609,42.086388,4648.819824,1067.880005,1979.26001
17000.359375,42.058056,4674.379883,1072.77002,1989.26001
16995.130859,41.935272,4662.160156,1063.98999,1989.569946
17213.310547,42.331947,4748.470215,1087.560059,2022.189941
17229.130859,42.256416,4750.279785,1084.25,2019.640015
17251.529297,41.840824,4728.669922,1066.670044,2015.930054
17325.759766,42.32251,4763.970215,1074.51001,2027.219971
17481.490234,42.983646,4774.990234,1091.25,2040.589966
17602.300781,43.002541,4795.649902,1101.670044,2049.580078
17582.570313,43.144211,4821.660156,1097.339966,2049.800049
17502.589844,43.125332,4768.859863,1075.699951,2036.709961
17535.390625,43.087536,4766.790039,1080.22998,2037.050049
17633.109375,43.342564,4846.620117,1109.079956,2055.01001
17716.660156,43.644798,4869.290039,1110.439941,2063.949951
17685.089844,43.342564,4869.850098,1114.030029,2059.73999
17792.75,43.503124,4914.540039,1117.680054,2072.780029
17737,43.163109,4891.799805,1108.540039,2066.129883
17603.320313,42.700302,4843.930176,1095.849976,2045.170044
17716.050781,42.813637,4920.720215,1108.810059,2066.659912
17541.960938,42.558624,4848.370117,1092.790039,2041.910034
17576.960938,42.398075,4850.689941,1097.310059,2047.599976
17556.410156,42.284729,4833.399902,1094.339966,2041.98999
17721.25,42.605854,4872.089844,1105.709961,2061.719971
17908.279297,42.9081,4947.419922,1129.930054,2082.419922
17926.429688,42.9081,4945.890137,1128.589966,2082.780029
17897.460938,43.021431,4938.220215,1130.920044,2080.72998
18004.160156,42.558624,4960.02002,1139.280029,2094.340088
18053.599609,43.257553,4940.330078,1140.22998,2100.800049
18096.269531,43.134773,4948.129883,1142.290039,2102.399902
17982.519531,43.106441,4945.890137,1135.77002,2091.47998
18003.75,43.182007,4906.22998,1146.689941,2091.580078
17977.240234,43.115883,4895.790039,1138.099976,2087.790039
17990.320313,42.993103,4888.279785,1150.72998,2091.699951
18041.550781,43.484238,4863.140137,1154.150024,2095.149902
17830.759766,43.106441,4805.290039,1140.400024,2075.810059
17773.640625,43.361446,4775.359863,1130.849976,2065.300049
17891.160156,43.342564,4817.589844,1140.920044,2081.429932
17750.910156,43.276443,4763.220215,1121.76001,2063.370117
17651.259766,42.974209,4725.640137,1113.130005,2051.120117
17660.710938,42.79475,4717.089844,1107.949951,2050.629883
17740.630859,42.860867,4736.160156,1114.719971,2057.139893
17705.910156,42.917538,4750.209961,1118.25,2058.689941
17928.349609,43.333111,4809.879883,1128.829956,2084.389893
17711.119141,43.17255,4760.689941,1114.73999,2064.459961
17720.5,43.323677,4737.330078,1108.599976,2064.110107
17535.320313,43.096996,4717.680176,1102.439941,2046.609985
17710.710938,43.465347,4775.459961,1116.209961,2066.659912
17529.980469,43.522015,4715.72998,1097.680054,2047.209961
17526.619141,43.191444,4739.120117,1102.949951,2047.630005
17435.400391,42.7192,4712.529785,1094.780029,2040.040039
17500.939453,42.832539,4769.560059,1112.280029,2052.320068
17492.929688,42.917538,4765.779785,1111.369995,2048.040039
17706.050781,43.210339,4861.060059,1135.310059,2076.060059
17851.509766,43.370895,4894.890137,1141.02002,2090.540039
17828.289063,43.707882,4901.77002,1139.75,2090.100098
17873.220703,43.783741,4933.5,1150.449951,2099.060059
17787.199219,43.138889,4948.049805,1154.790039,2096.949951
17789.669922,43.243183,4952.25,1163.040039,2099.330078
17838.560547,43.214756,4971.359863,1170.579956,2105.26001
17807.060547,43.584595,4942.52002,1164.130005,2099.129883
17920.330078,43.584595,4968.709961,1176.869995,2109.409912
17938.279297,43.745815,4961.75,1179.969971,2112.129883
18005.050781,43.878574,4974.640137,1188.949951,2119.120117
17985.189453,43.423386,4958.620117,1181.199951,2115.47998
17865.339844,42.92078,4894.549805,1163.930054,2096.070068
17732.480469,42.67421,4848.439941,1150.699951,2079.060059
17674.820313,42.313862,4843.549805,1147.819946,2075.320068
17640.169922,42.731102,4834.930176,1149.300049,2071.5
17733.099609,42.939739,4844.919922,1148.189941,2077.98999
17675.160156,43.015606,4800.339844,1144.699951,2071.219971
17804.869141,43.432865,4837.209961,1157.699951,2083.25
17829.730469,43.347504,4843.759766,1153.869995,2088.899902
17780.830078,43.480286,4833.319824,1148.969971,2085.449951
18011.070313,43.850124,4910.040039,1172.219971,2113.320068
17400.75,42.636288,4707.97998,1127.540039,2037.410034
17140.240234,42.098438,4594.439941,1089.650024,2000.540039
17409.720703,42.440166,4691.870117,1107.300049,2036.089966
17694.679688,43.123608,4779.25,1131.619995,2070.77002
17929.990234,43.531784,4842.669922,1151.920044,2098.860107
17949.369141,43.816547,4862.569824,1156.77002,2102.949951
17840.619141,43.408371,4822.899902,1139.449951,2088.550049
17918.619141,42.886288,4859.160156,1147.329956,2099.72998
17895.880859,43.000214,4876.810059,1149.76001,2097.899902
18146.740234,43.313461,4956.759766,1177.359985,2129.899902
18226.929688,43.731117,4988.640137,1190.030029,2137.159912
18347.669922,43.968418,5022.819824,1205.890015,2152.139893
18372.119141,43.816547,5005.72998,1201.160034,2152.429932
18506.410156,44.006397,5034.060059,1202.170044,2163.75
18516.550781,44.253193,5029.589844,1205.310059,2161.73999
18533.050781,44.471504,5055.779785,1207.910034,2166.889893
18559.009766,44.528477,5036.370117,1200.449951,2163.780029
18595.029297,45.060043,5089.930176,1209.73999,2173.02002
18517.230469,44.841724,5073.899902,1203.859985,2165.169922
18570.849609,45.060043,5100.160156,1212.890015,2175.030029
18493.060547,44.604412,5097.629883,1209.819946,2168.47998
18473.75,44.480747,5110.049805,1216.859985,2169.179932
18472.169922,44.309593,5139.810059,1218.930054,2166.580078
